product_id,product_name,product_category_name
4fcb3d9a5f4871e8362dfedbdb02b064,Aditivo de limpeza de sistema de combustível a diesel,automotivo
f67ad6b3366ae186b8d29087e6d5ebd0,Aditivo de limpeza de sistema de direção,automotivo
5599be6fe59cd2257edfdec9d45442e0,Aditivo de limpeza de sistema de embreagem,automotivo
7439223069be0c67de28ae02a2a13810,Aditivo de limpeza de sistema de arrefecimento a água,automotivo
c3db113c416d50ed94fce65297d016f7,Aditivo de limpeza de sistema de arrefecimento a ar,automotivo
9d240cb98df035e3ef147117b92aa0e7,Aditivo de limpeza de sistema de arrefecimento de transmissão,automotivo
972d4aba7eb9ba03a5b7950751f11f60,Aditivo de limpeza de sistema de arrefecimento de diferencial,automotivo
71a8be2937fd926b330febe100effd02,Aditivo de limpeza de sistema de arrefecimento de câmbio,automotivo
3ab4b1931a4bb6cbef302ea76254e850,Aditivo de limpeza de sistema de arrefecimento de motor,automotivo
15b5d9fcf84c060e00b0883def7d10e6,Aditivo de limpeza de sistema de arrefecimento de freios,automotivo
98d61056e0568ba048e5d78038790e77,Aditivo de limpeza de sistema de arrefecimento de embreagem,automotivo
f6af9afab66b4968cf9c27dcdfc42047,Aditivo de limpeza de sistema de arrefecimento de direção hidráulica,automotivo
9ddc4249779322828f89d2a9c04f7ee1,Aditivo de limpeza de sistema de arrefecimento de câmbio automático,automotivo
d92239d375e7626174b8545ea884b504,Aditivo de limpeza de sistema de arrefecimento de transmissão automática,automotivo
fef0dd8c53552d0f784b7cc5375a3ffe,Aditivo de limpeza de sistema de arrefecimento de transmissão manual,automotivo
f6a00327e33d86dea4cd7175577dd8b9,Aditivo de limpeza de sistema de arrefecimento de transmissão automatizada,automotivo
060cb19345d90064d1015407193c233d,Aditivo de limpeza de sistema de arrefecimento de transmissão semi-automática,automotivo
568e52d4c670b4d5130bae2dbf211c40,Aditivo de limpeza de sistema de arrefecimento de transmissão Continuamente Variável,automotivo
1d3f55c00acdb29bd959f2760abc8b7d,Aditivo de limpeza de sistema de arrefecimento de transmissão de dupla embreagem,automotivo
1ba4e3fe92f16fd5a8942f7b7d804b52,Fraldas,bebes
d3e112316bd3ae29280cec26bd3059fd,Toalhas de banho,bebes
90c6d279023ee6c3b1f494883e90b6a8,Roupas rosas,bebes
bf53d80c6cb1cbf63ba17e2175d521a5,Sapatos,bebes
e7db7c40ea6647c808d48581f1308d88,Brinquedos rosas,bebes
27c0cea4dc76549f5bd124d9cad0ae3b,Cadeira alta,bebes
cac9e5692471a0700418aa3400b9b2b1,Berço rosas,bebes
25c38557cf793876c5abdd5931f922db,Carrinho de bebê,bebes
4b5df063d69ffafb87c279672ecb4191,Banheira rosas,bebes
0cf41187284d7f099adc8415a743ebbd,Chupeta,bebes
3ffc8b6c3ae2afbf307cbd802bfb5e4c,Mamadeira,bebes
189f163ac190749c553a4835c22aa3a8,Bolsa de fraldas,bebes
4baf15e171b06455c5cd23453db0cab3,Aquecedor de mamadeira,bebes
cfe6e9c01d0bbb5df9a75f0e3286baa9,Lençol para berço,bebes
c8078bb7927143cdb008e3563230ca61,Protetor para berço,bebes
62725a92101c725a6430182a7261416f,Tapete de atividades,bebes
1550a0fe151b511cb7cb327c55c865d3,Cadeira para alimentação,bebes
b6ada73818651fe7e64be10653062ea2,Andador,bebes
bf44071ef18f5c9ded039681c68b1996,Trocador de fraldas,bebes
dd4c3b4ab7e001aaf385ea2e68952030,Luminária noturna,bebes
205cf43d203186d5eb440a791a5b7404,Termômetro para banheira,bebes
7686fe49c98ae1c537b5cc51992f5d20,Termômetro de ambiente,bebes
7650dd3b2dc10798a8cbccc78d9e6e3b,Aspirador nasal,bebes
4275f85d0173354d8ca336b70a87aa6a,Umidificador rosas,bebes
7893c68e0a8b6e58a70390551e8a84d9,Creme para assadura 50 ml,bebes
d70f38e7f79c630f8ea00c993897042c,Creme para assadura de fralda 100ml,bebes
1164c17af70425821f88bfbdc9e907a3,Loção para o corpo 50ml,bebes
163e6400e6dadd0fe04775c5e9331fda,Sabonete líquido,bebes
14ad6805c263d8d758d648f46a06570e,Shampoo 200ml,bebes
14dffa241a078aeaebaef48a49e807ca,Condicionador 200ml,bebes
e11092e9722d1b6f8c18cd8947a1daff,Escova de cabelo 3 uds,bebes
c2a9f8aeb7a51580fccc2d1c4f8bceaf,Escova de unhas 1 ud,bebes
e1bf73a530f7e6ea9df12e1238ab7600,Tesoura de unhas 1 ud,bebes
e213c5845d92a69640660dfc8e9a987c,Algodão 150gr,bebes
103aed057190376889bc9e796affa24e,Lenços umedecidos 6uds,bebes
417edf1693aef3f86b922c6a1a52daef,Fósforos 200uds,bebes
b71c0cacf053d9d8f92eb5965d8bd00c,Toalha de boca 50grs,bebes
1c63d0a4d75df524d4605a43285925d7,Fralda de pano,bebes
e0cd006cb0ccbbf5e501be0df7c1e5f4,Fralda de pano lavável,bebes
6f59fe49d85eb1353b826d6b5a55e753,Lençol protetor de berço,bebes
afdbe4b0aad75651b1a127946a589449,Colchão para berço,bebes
af2d506fb01b724e03591349ad36b67e,Guarda-roupa para bebês,bebes
a54ab3c55cdb34ad7006d087ff4b6a9c,Trocador portátil,bebes
f2d649f157cebee085ed738f23d5d6b7,Cadeira de balanço blanco,bebes
f3d7339839e02f580fe8fca5755e0e25,Tapete de atividades portátil,bebes
84a87daa85c8b432d90bc1baa0cb4388,Tapete de jogar,bebes
2fb0efd1f61f186ffdda9e8ec70f27f2,Porta-objetos para berço,bebes
586b14a3aadbdec1439e5d7029fbe886,Almofada para amamentação,bebes
57e089e3103f5cda6a4ce23b77399bdb,Lenço de amamentação,bebes
9dc742d39f778e41ce3a88753f280d40,Estojo para mamadeira,bebes
302a19dacdbb5ed2f74f9dee8126ef79,Balde para banheira,bebes
055019def765ce08da9fac0585e927c3,Conjunto de banheira e trocador,bebes
09c3d39641970009c198caed304ccfc4,Lençol para carrinho,bebes
9cb854ba582f5a6b7832b86553c0b8ab,Colchão para carrinho,bebes
8aa6223e400af9c97b07c75993142721,Protetor de chuva para carrinho,bebes
53a72a0b6feec4a5cb40c5c79374b471,Capa para carrinho,bebes
53a0380bace091a275d6f6a7e46c07b6,Saco de dormir para carrinho,bebes
fc5a20562c99bbc5229b175d0a88ea7a,Manta para carrinho,bebes
fd220f6fd5a3f13ef9db07428f9c935d,Carrinho duplo,bebes
014a8a503291921f7b004a5215bb3c36,Porta-objetos para carrinho,bebes
fdba6f37e0258dbca54eb0ed8b293ae0,Rede mosquiteira para berço,bebes
948bd3e9180acc7aa263ae14a2075717,mosquiteira para carrinho,bebes
9451e630d725c4bb7a5a206b48b99486,Cadeira auto para bebê,bebes
920840f7899b13c467d223950c89e9e9,Porta-treco para cadeira auto,bebes
9c5eb07abad39517f560d32066739b5d,Bolsa de transporte para carrinho,bebes
a6be3b3eaae040735e86e4376ea77515,Bolsa de transporte para fraldas,bebes
83b00325c13c44245b2c3a2befa62a0e,Conjunto de banheira e trocador portátil,bebes
ec9ec25e8e942a90369022c80ec9abe4,Bolsa de fraldas de mão,bebes
5e26cbd45b83e411e82e3a8cafa8d951,Trocador de fraldas de bolsa,bebes
4c3ae5db49258df0784827bdacf3b396,Trocador portátil com mudador incorporado,bebes
801abf9ab81269e94b64dd62fbd50fc2,Conjunto de banho para bebês,bebes
ec8ae427905e10052ee4f1e9993b6763,Jogo de toalhas para banho para bebês,bebes
7cb5b984262835ef46a1ed83d04d0d44,Café,bebidas
c0a0b5aa4507363e601eb90082c9c008,Água mineral 500ml,bebidas
211293b50935ced8d4370f552c482d74,Chá verde,bebidas
c0e452663c284f3f8e578f390dc3ab21,Cappuccino,bebidas
262855d4dd5b0d39f786a3c86c285c6a,Suco de laranja,bebidas
7d873ae7ba4e637167c1a8d544bd6af8,Refrigerante,bebidas
99563e23b641c8a43e04e528c10002e9,Shampoo para cabelos secos 250ml,beleza_saude
b141c668aca84c5877a5c66bd94fedc8,Shampoo para cabelos secos 400ml,beleza_saude
8ccda06566781fb3616d798bfe2fa783,Shampoo para cabelos secos 600ml,beleza_saude
3258acb04d37e2f91f76c9250f3b80a0,Shampoo para cabelos oleosos 250ml,beleza_saude
9b056287fe05c2dfb1394ff376621eca,Shampoo para cabelos oleosos 400ml,beleza_saude
8ae20127b8e1aa6df4a5b628d1680e35,Shampoo para cabelos oleosos 600ml,beleza_saude
9b1954fdd0f9b4ef4ee2d267ac9de4bd,Shampoo para cabelos normais 250ml,beleza_saude
9bb8ca338e5588c361e34eae02e8fad6,Shampoo para cabelos normais 400ml,beleza_saude
b1acb7e8152c90c9619897753a75c973,Shampoo para cabelos normais 600ml,beleza_saude
ac477a098cb23c128ec2915a4f3c4625,Condicionador para cabelos secos 250ml,beleza_saude
3a362c0e7f9a69276e2d95869a3e143b,Condicionador para cabelos secos 400ml,beleza_saude
7486542600afc050d20740e976ff87f8,Condicionador para cabelos secos 600ml,beleza_saude
c43b672f48eaccbecc94cdf6b4f53485,Condicionador para cabelos oleosos 250ml,beleza_saude
c589625c8ccc7bfd2e8f1fb041e24c4a,Condicionador para cabelos oleosos 400ml,beleza_saude
806dadaa58bab7f4f6c0e7c1f334975e,Condicionador para cabelos oleosos 600ml,beleza_saude
44a6e4ecf7b48f87481c243383b1c4cf,Condicionador para cabelos normais 250ml,beleza_saude
7ee6dbf13ecd5dc58d07fd0fc2eaf49a,Condicionador para cabelos normais 400ml,beleza_saude
9351b1e4334769dc0abe871ee3c7abc3,Condicionador para cabelos normais 600ml,beleza_saude
b018c22a201761d4890a4a33ba8f0633,Sabonete líquido para pele seca,beleza_saude
cd2ea14a901da3b47b33516f3ca6929e,Sabonete líquido para pele oleosa,beleza_saude
7f9e40aa498f8f6edf4cc51215ecce9e,Sabonete líquido para pele normal,beleza_saude
386eebb43722ab502f04f7900bd2451b,Creme hidratantelíquido para pele seca,beleza_saude
8d4dac6177fb8134f26fb4c5cc6c0aff,Creme hidratantelíquido para pele oleosa,beleza_saude
1a4247b6eddc27c68f7995dcc68b01e2,Creme hidratantelíquido para pele normal,beleza_saude
ad21c6ffe97ed6db7a3d73b51bca2ee0,Desodorante roll-on,beleza_saude
9759a740aa84f55b71c0c8c306a80737,Desodorante em barra,beleza_saude
8d28eb3a7309368ca0de19e016266251,Desodorante spray 200ml,beleza_saude
43b54d1fc56ff394092a3dff6be2d39f,Desodorante spray 400ml,beleza_saude
7d681d24b9bad757fb34b0d464c350e4,Desodorante spray 600ml,beleza_saude
98ec655119c24de03b804696821f3955,Escova de dentes com cerdas macias,beleza_saude
c695342500b74ff952db47b541726de1,Escova de dentes com cerdas duras,beleza_saude
8ceb6a29cf065f382c7b8cbc9fea3a84,Fio dental com ou sem flúor,beleza_saude
c50f4a0f1214c5054279a7017d1f4405,Fio dental com ou sem aroma,beleza_saude
b230bd784da7f2bb53eaadc273982cda,Maquiagem base,beleza_saude
7698c2e9ec5dc2b70af8c1c8ac245cae,Maquiagem pó,beleza_saude
270516a3f41dc035aa87d220228f844c,Maquiagem blush,beleza_saude
2c6c5761d3367fd186effcf2922d125e,Maquiagem batom,beleza_saude
a60613d36f37a7b27d3344f40f6a7945,Maquiagem sombra,beleza_saude
bb50f2e236e5eea0100680137654686c,Perfume feminino 50ml,beleza_saude
79ce45dbc2ea29b22b5a261bbb7b7ee7,Perfume feminino 100ml,beleza_saude
aa70ae9ee9a798d44ae6e00ce6d82cb1,Perfume feminino 125ml,beleza_saude
4167a7ae0930579d1f27d465a1a042f0,Perfume masculino 50ml,beleza_saude
ba8ebd875851a6e44d2290d2cbea64cd,Perfume masculino 100ml,beleza_saude
b92c0c9a860191befb3f8139aee8c4e1,Perfume masculino 125ml,beleza_saude
3e6849c6e53482c55a97363674027b4a,Perfume unissex,beleza_saude
b8a0d73b2a06e7910d9864dccdb0cda2,Protetor solar para rosto SPF 50,beleza_saude
3dd7de1b6e3362ad26c1879acc292f19,Protetor solar para rosto SPF 70,beleza_saude
a9eea144b709e6d670c9bf03ffc2dc2e,Protetor solar para rosto SPF 80,beleza_saude
7b83c11ac78f11bde67542beb12e8163,Protetor solar para rosto SPF 100,beleza_saude
2b4609f8948be18874494203496bc318,Protetor solar para corpo SPF 50,beleza_saude
b66270a5d5b3a8585f8314b2f14420fb,Protetor solar para corpo SPF 70,beleza_saude
7c1bd920dbdf22470b68bde975dd3ccf,Protetor solar para corpo SPF 80,beleza_saude
7c6fbb3a5346dfd607386155c6f628f8,Protetor solar para corpo SPF 100,beleza_saude
a4d0871577d73bc394c482dd0998af7d,Tônico facial para pele seca,beleza_saude
b29c9ac1d3d4e8866f6c4ad814ae9591,Tônico facial para pele oleosa,beleza_saude
bc74f63361c15c1a5baa5b97ac432e62,Tônico facial para pele normal,beleza_saude
a334304f952399f2161225628a9d2891,Lenços demaquilantes,beleza_saude
b38b25d838ae0b8385e8cc68b9017644,Cremes anti-idade,beleza_saude
9ddefe6012ab29194435ee63df2779a1,Cremes para os olhos,beleza_saude
80c8ded77011b1d2c8e3bdbff65eab23,Cremes para as mãos 50gr,beleza_saude
1fe8e6e01596885617fa1c90d29c2f81,Cremes para os pés 50gr,beleza_saude
7cd29da0653abeb444703cc5a957f479,Cremes para as unhas,beleza_saude
9e10ae46a3021a02f1692448ef9fa1db,Cremes para as cutículas,beleza_saude
bdef40d64bf3de5f773c8f461b0bf167,Cremes para os lábios 50gr,beleza_saude
bdcf6a834e8faa30dac3886c7a58e92e,Gel de banho 50gr,beleza_saude
862e1c1b2c4a148c5a5b23dc0ced1fba,Gel de duche,beleza_saude
aadff88486740e0b0ebe2be6c09476ae,Gel para os cabelos,beleza_saude
a0cd083b8a1be0f8c310806e72bf47f3,Gel para barbear,beleza_saude
3fbc0ef745950c7932d5f2a446189725,Gel para depilação,beleza_saude
832b74a0faa3b602a48e0f20990adaf7,Loção pós-barba,beleza_saude
78f3f7fb2c7a8a53bccb6cfc49f34f66,Loção corporal,beleza_saude
83294cbb80def7b3b28087e0d2078d8a,Loção para as mãos,beleza_saude
2dd91cf063cf57cb0eebef072746daab,Loção para os pés,beleza_saude
2db85e45ff15b96518baa00fdacdc6c6,Loção para as unhas,beleza_saude
bc9b777dcebf814cf56193dcef254448,Loção para as cutículas,beleza_saude
6f57ca539fb6b20b79a272e17194d9c9,Loção para os lábios,beleza_saude
9091499533100191c6b89d09e43445e8,Loção para os cabelos,beleza_saude
ea15d7ef3399e16b992e190d22dd3fd3,Loção para barbear,beleza_saude
4eec371b7c376e0f55338a4e3e362965,Loção para depilação,beleza_saude
65e3848513c9ab70bf542e5d694cf072,Sabonete em barra,beleza_saude
e887a6dd92133f40be82741d1998b9de,Óleo corporal,beleza_saude
e892e0e01990e737eb81a57db12f8c8c,Óleo para os cabelos,beleza_saude
60495adb1f1a49c8aea75e5e56a47a48,Óleo para barbear,beleza_saude
d801653b991d31a3df73fc859f1ce0ec,Óleo para depilação,beleza_saude
d76371ba8d578341888d9c3d61ee90f5,Sabonete líquido para as mãos,beleza_saude
0dce4d890959f0607b58e7475d13fc86,Sabonete líquido para os pés,beleza_saude
d7324c6fc32d3b7077415f24e259ed8f,Sabonete líquido para as unhas,beleza_saude
6f46359e56f51d5deded13adcd1c255c,Sabonete líquido para as cutículas,beleza_saude
ea2d6aa9595ad8927759e363f8210825,Sabonete líquido para os lábios,beleza_saude
4713819035a9ef628d084f8ff4fa71f2,Sabonete líquido para os cabelos,beleza_saude
05f0fe07929d35be0748fac56eecbeb2,Sabonete líquido para barbear,beleza_saude
154e7e31ebfa092203795c972e5804a6,Sabonete líquido para depilação,beleza_saude
fc8595227785863846b7daa2ae3f2c9b,Creme dental,beleza_saude
fcf19b6b1ff4a17bcd6ca9675b58aa6f,Escova de unhas,beleza_saude
05b515fdc76e888aada3c6d66c201dff,Tesoura de unhas,beleza_saude
656e6ea7d86cf0008e67b693d33cc357,Algodão,beleza_saude
4ad4cf9cb1cce9af79caf2426fd9ab93,Lenços umedecidos 50gr,beleza_saude
65610bb38e3ee3e20a94885411c3feec,Fósforos,beleza_saude
55945cf4a4e6def88dcc8996a581608a,Toalha de boca,beleza_saude
050d890ccc1c0874e166c9af9c6dd821,Umidificador 50gr,beleza_saude
4dddd45aa241530edb5412e8846361fa,Creme para assadura,beleza_saude
4f0abfbee7569e43b80f9aaa256a9bf8,Creme para assadura de fralda,beleza_saude
629576b997e202bfb375fc3538a1c838,Loção para o corpo,beleza_saude
0f91b6a95a57a43203a9b17de98960d9,Escova de cabelo,beleza_saude
e2f1ccf86759df28dd1e9f2e0e3242d4,Escova para maquiagem,beleza_saude
0e34466be9b2d3af8e189b6d27d5eaf3,Pincéis de maquiagem 50gr,beleza_saude
e0cf79767c5b016251fe139915c59a26,Máscara de cílios,beleza_saude
f889fb87b505b73de10c18b93352469f,Delineador 50gr,beleza_saude
e044a6c8994164db4e2446054a374b9a,Rímel 50gr,beleza_saude
e034c021254ff4d8da4e936e047967af,Sombra 50gr,beleza_saude
6463e442310f2f4f321c83a32d8c662b,Blush 50gr,beleza_saude
61937887eb6ee0b405a5759756426486,Batom 50gr,beleza_saude
03566b85189259c49476f004ad2afd08,Lápis de boca,beleza_saude
11fb16e86df4d50cd2c289ede0b70f42,Lápis de olhos,beleza_saude
61447f1b201702e05090de1afd35c560,Corretivo,beleza_saude
0bc5e6c957486577f11519bf36577b38,Pó compacto,beleza_saude
eaeca85086b0c4f68351e52deb944e16,Pó solto,beleza_saude
e4985e03cd939f1a9f81c65e949f1688,Pó facial,beleza_saude
4c41f7f8ca78f88fa539d43d08c504d3,Pó para os pés,beleza_saude
fe9dfbe7f974621789683b7b78be2a16,Pó para as unhas,beleza_saude
f40876e0ef3cd5f9132b1f16b04b1346,Pó para as cutículas,beleza_saude
46e24ce614899e36617e37ea1e4aa6ff,Pó para os lábios,beleza_saude
ede062bcd13ef64b5cc87369e4edaf62,Pó para barbear,beleza_saude
f0fe4af158ebc28426b794c0b54d3df1,Pó para depilação,beleza_saude
0a4093a4af429dc0a9334300e5c13ae5,Lixa de unhas 50gr,beleza_saude
6cdd53843498f92890544667809f1595,Removedor de esmalte 50gr,beleza_saude
f3b5bbdfd20be94cc96583501d2819ce,Esmalte,beleza_saude
d03a2a3433372ac8f9f6649d1dacadae,Base 50gr,beleza_saude
4e0d01d5e5e4bd454e71e7cd1491c052,Top coat,beleza_saude
0a9a9c25c5a06532d1766e00db833a7f,Nail polish remover,beleza_saude
0a4f9f421af66d2ea061fbb8883419f7,Hidratante labial,beleza_saude
5f42d57952b7815098979a5c4fa6f82a,Protetor labial,beleza_saude
44f90f085c7a825863cbf867990e1513,Máscara facial,beleza_saude
18661ef1d69f1bd07e334d1fc498d40d,Esfoliante facial,beleza_saude
4c8541293fb2d3359cf52485b4d59b8e,Máscara capilar,beleza_saude
0b0c716fcf2c2571d2e62271261f2abe,Esfoliante corporal,beleza_saude
eb9b44e05684527fbfdfd0ff5cb86250,Óleo de massagem,beleza_saude
0afe6af6700e5ff3b7b6f08a0b12ce71,Talco,beleza_saude
d13a4acdb64c202e774e815db547e108,Bálsamo para os lábios,beleza_saude
6abd84909e8ed79ef808c16f90b91093,Creme para os pés,beleza_saude
f03e2584cfc057f8bf76bf5683955585,Boneca,brinquedos
2d5bb6fc16b9fb75539ddcd93de86aa4,Carrinho de brinquedo,brinquedos
9ce90721c582bede1c152150a883b801,Bloco de construção,brinquedos
89bab87bf3067b3e6614d53338c4d788,Brinquedo de encaixe,brinquedos
25e2023ed83352bde98dc1490d14c3d8,Pelúcia,brinquedos
2e0b9273624db778d82fd3b18becec24,Brinquedo musical,brinquedos
25e76274904336669da4cebe1233cde1,Brinquedo educativo,brinquedos
f908d3bf313a1308bfb2a46ea2685347,Brinquedo de construção,brinquedos
83d199d296c44101c8c3b5c9c0cce9ea,Brinquedo de ação,brinquedos
b5e13c9a353102f79c6206ff5cb61a50,Brinquedo de corda,brinquedos
26479f7e6b832d2e19a14dd8393bb30f,Brinquedo de bolha,brinquedos
820e8f306dc9ffcf6d0957516084cca1,Brinquedo de luz,brinquedos
b65214d387c754bb0f858a4a5a0f41ad,Brinquedo de água,brinquedos
e4da15679c5e9692e847a2912c5db154,Brinquedo de bola,brinquedos
25d4f8db663ac141a7449e399287b4c8,Brinquedo de madeira,brinquedos
88e55a509dd9848fe90373958567203a,Brinquedo de plástico,brinquedos
effa78286556d5e79cda2b4aba96a534,Brinquedo de encaixe magnético,brinquedos
ad00a218e16f65efb3dfebe514994ca1,Brinquedo de labirinto,brinquedos
eb7172d8a3c64298d2d767f6603c231e,Brinquedo de quebra-cabeça,brinquedos
ead6d52e3dc075669af5d7a1958b0f07,Brinquedo de rolamento,brinquedos
7e6ca847e12c659931b47b31e99361c6,Brinquedo de corda pular,brinquedos
b6665355b9d865e088250a5c8d7b36c1,Brinquedo de equilíbrio,brinquedos
88007f00299939d563c9565c054d2cd7,Jogos de tabuleiro menino,brinquedos
3ffa02e2ee2ce17abb51b4545f367e7f,Brinquedo de bolhas,brinquedos
aa280035c50ba62c746480a59045eec4,Jogos educativos menino,brinquedos
28447390cfd2a411fcb8c008b6163da2,Jogos de estratégia menino,brinquedos
3c261802e239d1f2dcda5ed49aa14220,Jogos de aventura menino,brinquedos
a9f480bfc49f0b85e8394e1cdf685b4e,Jogos de memória menino,brinquedos
880be32f4db1d9f6e2bec38fb6ac23ab,Jogos de raciocínio menino,brinquedos
5d0a7cb413c5b59233c57177fe2f20b0,Jogos de construção menino,brinquedos
7cee15aa6f33557c7056ba1fee542b79,Jogos de habilidade menino,brinquedos
a029ecbeadd18685578725691cb11160,Jogos de sociedade menino,brinquedos
a87972100f1fa4091a86d6801620656d,Jogos de ação menino,brinquedos
3e44b19563ef5a25f4b7e0fdfc3657c3,Jogos de arremesso menino,brinquedos
ee2568e85817bc2c070154cec07135ac,Jogos de luz menino,brinquedos
40639ced9d62eca7f4637b1be4ccdf44,Jogos de água menino,brinquedos
2c2b1db11f5ec66bbc6ca9d1ce3f81a4,Jogos de som menino,brinquedos
e87b2200e1df21f624eea3e9bd087dc0,Jogos de velocidade menino,brinquedos
44d958961868395bfe852e70d48081f4,Jogos de equilíbrio menino,brinquedos
41376d63d4c45fe6c7407e838a2befa3,Jogos de reflexo menino,brinquedos
e3af4b7c220aca1535b34416de24dfb7,Jogos de destreza menino,brinquedos
dc404a1496a08f9f5540c8b5d4b92925,Jogos de inteligência menino,brinquedos
6b00cb3fe05c73d0acef3fd949a34c0f,Jogos de criatividade menino,brinquedos
d815c471ccb5ba83a8c49fc5ecb28266,Jogos de solução de problemas menino,brinquedos
8fa5bb1e4de7a63ee554487c2f2ee076,Jogos de construção de torres menino,brinquedos
33dc3dc62db9a9f1b48cc4c3809fadb2,Jogos de encaixe menino,brinquedos
d6bbda35f0b8505c2f824f1d90295855,Jogos de empilhar menino,brinquedos
75b244904ed62f3af89d3fa542c41026,Jogos de encaixar formas menino,brinquedos
755bf675d1b9d60401eed72669e2513e,Jogos de labirinto menino,brinquedos
1a9d64af3398397aa9948a714bb2baaa,Jogos de quebra-cabeça menino,brinquedos
c25174e1e4fd7fe5c3420869d61fe2a6,Jogos de rolamento menino,brinquedos
748b719f4cbfdcb99cae90bf4bb16217,Jogos de corda pular menino,brinquedos
1ac09f60f3c3bc2021c637ef23fa3248,Jogos de equilíbrio menina,brinquedos
c90526921508388bf77c6f45ff36c412,Jogos de tabuleiro menina,brinquedos
8ef18e8943b9f07649b045b72df449cb,Jogos de bolhas,brinquedos
d5b703c271f43f9c588a6f512a00f77e,Jogos educativos,brinquedos
