customerLat,customerLong,intensity
-31.30534057119673,-54.11136802600594,4
-31.30330170405856,-54.08223909046783,2
-31.30164311339537,-54.13757138582962,1
-31.291059448106548,-51.09270135288632,1
-31.10500873000118,-50.91792461855431,11
-31.001202931306764,-52.048354434876174,3
-30.984444720827145,-54.67665486381027,10
-30.89801321009646,-55.53031539786274,8
-30.89313313850788,-55.53526684015964,9
-30.891886448654123,-55.48441854936742,1
-30.888468385183245,-55.512956236883575,1
-30.873922879330603,-53.11240411107168,2
-30.86642170643905,-55.54323871280383,1
-30.854791704826045,-51.814217582551855,12
-30.808256816377284,-53.89915708278044,3
-30.703343334292004,-52.10869514478124,5
-30.683762999999995,-51.40264049999999,6
-30.595010902546196,-51.74985429259559,2
-30.54561578245658,-52.52784059067559,8
-30.530757607861464,-53.49864844306403,5
-30.46171360401123,-51.60171238618374,1
-30.393111135410116,-51.73629403350633,1
-30.39132996595941,-56.45125803065783,4
-30.363176999999947,-53.869413499999965,1
-30.325751778150916,-54.32844740484445,23
-30.30264388166844,-51.317773442087216,5
-30.26306781683276,-50.51888348892597,5
-30.25683875758021,-50.23807818000815,7
-30.243655111246017,-54.92233782337923,14
-30.233660772021317,-50.23357365986018,1
-30.21046165390383,-51.1749209536614,5
-30.187861327915748,-51.13588004454206,1
-30.184998641145253,-51.17471677600879,2
-30.178748805929928,-51.14277606016652,1
-30.176519940879476,-51.18383904356863,1
-30.17449907684396,-52.32631963723812,2
-30.17105570679884,-50.201594169231335,5
-30.170601024432525,-51.081018139449576,2
-30.16723705939483,-53.56730096663081,6
-30.16380984595193,-51.20104756189048,9
-30.15946930410813,-50.832839089335735,2
-30.15709837996993,-51.21783645920132,20
-30.155891426596973,-51.13714794448616,7
-30.155818294217656,-51.18248335983039,24
-30.15131597483807,-51.14698474149685,1
-30.150172090294287,-51.16147719229931,4
-30.14436457394796,-51.12637161148598,1
-30.140645406601674,-51.22478800124076,17
-30.13968637516749,-50.50616426461453,1
-30.1390909522059,-52.04834378251154,1
-30.13803398331282,-50.8668697570924,1
-30.13782999999995,-50.87068999999997,1
-30.12782206628604,-51.22261917680643,9
-30.12330956203472,-51.216144101736845,11
-30.122451782388044,-51.08440613070943,1
-30.12217326809831,-51.973542833120696,6
-30.11889887949572,-51.10879320084046,2
-30.114109861258587,-51.07733018429709,2
-30.11401508742571,-51.10201427950246,6
-30.11082611949453,-51.36376683789562,31
-30.110020899532547,-51.23162798932419,16
-30.10480681877193,-51.25245549916327,14
-30.103303723122416,-51.215815419555454,15
-30.100024278603996,-51.06033541989852,4
-30.099819425212,-51.234831738963614,30
-30.097074815806867,-51.071084680720624,2
-30.09460140714993,-51.22713380016161,16
-30.09441938862547,-51.726682594654605,9
-30.09377354143865,-51.17694363995685,3
-30.093155400501757,-51.020694288459616,5
-30.092809899462708,-50.694388328298245,2
-30.09146582358089,-51.063176365409866,4
-30.09088635144701,-51.06177295421514,4
-30.089115335824385,-51.20802961919336,16
-30.08715837393155,-51.21971299805737,5
-30.083666686856688,-51.08265281874019,3
-30.08286804902226,-51.13043961349074,5
-30.08265056608161,-51.22237970599537,13
-30.08207652276208,-51.035804214096224,4
-30.08061351221984,-51.0272582031978,5
-30.07883928365742,-51.208637249783656,13
-30.077556371637115,-51.014792543558976,2
-30.077021487809752,-51.1313949910142,15
-30.07653850836813,-51.12485036649549,1
-30.075698598389984,-51.24170887079466,10
-30.07387922090301,-51.09598918358619,8
-30.073824,-51.04559925000001,1
-30.073570239252074,-51.20294710534355,12
-30.07322370384909,-51.18980548765074,6
-30.07200823826747,-51.17719962332037,14
-30.06897070552254,-51.155099487362286,16
-30.06838880309298,-51.22319513873832,11
-30.0671587507646,-51.1688040863292,18
-30.065664596491978,-51.11735338327992,2
-30.06565935728178,-51.1109404409334,2
-30.06527822380848,-51.10253137982866,5
-30.063072457672124,-51.20322268985506,15
-30.06286829641035,-51.08511797543464,5
-30.06252728362876,-51.14664332084941,1
-30.06177937996993,-51.170740679987325,14
-30.06173537552653,-51.216658276848094,10
-30.058735578683137,-51.22157241147777,18
-30.05684742270184,-51.22278129782434,13
-30.05563661302039,-51.08595118098548,2
-30.052386519109746,-51.14631362022254,7
-30.05198212155928,-51.18651997336826,9
-30.050167734952897,-51.17127491243006,12
-30.049304469328888,-51.213159697876485,6
-30.04888496808813,-51.196545051358896,5
-30.04841850983909,-51.20840841355522,24
-30.047581192965318,-51.13461203217546,17
-30.04623721344161,-51.18559141220381,19
-30.04564234370892,-51.08332668676049,2
-30.045270560790065,-51.0608988611771,3
-30.045254119772707,-52.90081924683006,7
-30.04513453566277,-51.09709286179231,2
-30.04404879488149,-51.19180931334757,8
-30.043289074383967,-51.18007007118131,7
-30.043111181228067,-51.18142789148245,6
-30.04307239410819,-51.21141662640671,29
-30.04253649475705,-52.89548555163659,10
-30.04228042382702,-51.16980228573488,3
-30.04210197584976,-51.18305187425711,15
-30.04143095697963,-51.22877353817293,15
-30.04023920511851,-51.16414789716661,5
-30.038351353597985,-51.15238157172958,5
-30.0373750279428,-51.10576615986805,17
-30.037325467684106,-51.23660377990652,2
-30.036636963096477,-51.22367993104038,26
-30.03535047792722,-51.14769316763807,9
-30.03434804774172,-51.11959916946656,1
-30.034015194094764,-51.08206819862761,5
-30.03327,-51.20423325688145,21
-30.032271535261707,-52.901199902750456,6
-30.03215040714993,-51.2325516998384,54
-30.03173353621104,-51.20999096863639,20
-30.02996719492721,-51.2285747494748,32
-30.02967049428719,-51.181592520687786,21
-30.02948255092621,-51.232415679698846,2
-30.02933889702238,-51.21207766403137,27
-30.028941461278805,-51.18007165696225,11
-30.02870741909516,-51.16881473134623,15
-30.02792349708581,-51.141100794189015,4
-30.02772762392521,-51.1870826147786,19
-30.027049627531888,-51.13176889301168,5
-30.026346286427376,-51.22249899457566,1
-30.025506635033704,-51.203962949477805,9
-30.02530441326677,-51.1632907503319,1
-30.024860070777287,-51.22343202221699,12
-30.024479620030064,-51.14424295628714,6
-30.02445275114225,-51.21118835646234,19
-30.023630346810968,-51.05868310343233,3
-30.023609543424392,-51.19870083527613,6
-30.02360801408486,-52.91332609031451,4
-30.0222114410237,-51.15161116293486,15
-30.02159907383571,-51.178723476398005,15
-30.0207634565756,-51.18892235636796,14
-30.020227009435057,-51.195131052859445,12
-30.019941040799285,-51.024457024074096,6
-30.01980485899368,-51.178789843470426,21
-30.01895817707312,-51.16296204564608,19
-30.018951471002325,-51.12713188190318,11
-30.018945290034058,-51.19805308050081,14
-30.01890821065843,-51.13541895461369,7
-30.018454124617698,-51.11764303095958,9
-30.018188622470177,-51.14962402449404,8
-30.01789974937962,-51.097314656673774,10
-30.01769047489746,-51.19121208090485,11
-30.013169904996133,-51.19853892141162,20
-30.012852212499343,-51.08235229027944,7
-30.01125892229781,-51.131081597841714,21
-30.010775679948647,-51.04112711825188,1
-30.009630605709347,-51.07718453138239,3
-30.009462935339556,-51.15793605314793,11
-30.00830686984238,-51.17548660851754,7
-30.008157352685952,-51.17525078926519,12
-30.007404534277796,-51.151281673062414,10
-30.00731246906908,-51.19422244408211,9
-30.00647353265712,-52.90836727744279,3
-30.00620556531,-51.05450977585838,5
-30.006108587281485,-51.10585507397993,7
-30.004788494713157,-51.05249422841804,3
-30.003887356656406,-51.13607729058233,10
-30.00253608355953,-50.14516704987192,25
-30.00191787642484,-51.12065583605986,15
-30.00074595920133,-51.14685155649479,5
-30.000191890403272,-51.029234623602704,2
-29.99933700388208,-51.07390917257923,2
-29.997056471063942,-51.08329485192022,7
-29.995244743410076,-51.04947655095901,2
-29.99480725031097,-51.31423260098163,15
-29.99299089671848,-53.50094477200624,2
-29.991483510663272,-51.09895269471816,8
-29.99145358478012,-51.07722022536116,2
-29.99070444935213,-51.06209200169434,3
-29.98906623199997,-51.26255999999995,1
-29.988864,-51.09603223590519,16
-29.986860174851422,-51.19170121247608,12
-29.985547013590004,-51.16286896947312,8
-29.980257317790983,-51.13296840354325,11
-29.97914196725141,-51.19026344073523,3
-29.976266082100324,-52.36710877662215,5
-29.973775499999995,-51.19155225,2
-29.965246172122555,-50.11768106939471,13
-29.96420938636177,-51.71205776906624,7
-29.963407806474702,-51.11430213950879,5
-29.95928387606828,-51.1074070934673,6
-29.958258025790258,-51.63574944196452,16
-29.957697068917305,-50.96320988067767,2
-29.957644549281436,-51.1617512235846,7
-29.956390513994027,-51.16761355689882,12
-29.95355420966261,-51.103414237425575,8
-29.951552807663436,-50.97146917568816,5
-29.949363,-51.0704865,2
-29.947182643227062,-50.98726850565194,10
-29.94687511296093,-51.03326321732352,2
-29.94678488392952,-51.081698861959794,9
-29.94668826089216,-51.06579546156727,3
-29.94641399464261,-51.052913746428416,5
-29.94589374564382,-51.02070628128247,7
-29.944483898455072,-50.95107873217742,2
-29.94434666833055,-50.97062188813559,4
-29.942863836805337,-51.17746565589438,14
-29.94145639030968,-51.1005061362448,4
-29.94048599009596,-50.9981061223831,5
-29.939446277690998,-51.02740628746429,3
-29.936371140294536,-51.093639461342185,3
-29.93588901027001,-51.72117279377729,11
-29.93556524562872,-51.06278127976229,3
-29.93480300575264,-51.05395760312391,1
-29.9340890774044,-51.00763699513621,3
-29.93388154371285,-51.01198560367011,6
-29.9319110586173,-51.073657600086015,2
-29.931213017485145,-51.04173773397196,1
-29.93119707526035,-50.99828745175177,2
-29.93097920676329,-50.9719799753015,1
-29.93074999999993,-51.16271999999998,1
-29.929553444630383,-51.17033878971692,8
-29.927994288910604,-51.02459690676839,8
-29.9278774167412,-51.08474530651221,7
-29.927407825667792,-51.191704757208896,14
-29.92737822093021,-51.147500809740905,1
-29.927162200386643,-51.044465529978616,2
-29.92480530030584,-51.05765008465576,5
-29.92327422093021,-51.16155342258625,11
-29.922570471002324,-51.19970512101102,1
-29.92163944823706,-50.99591169885743,4
-29.92155326206326,-51.03848528353922,2
-29.920144913959263,-51.07064924355125,5
-29.91991954986052,-51.0736587409013,4
-29.91836557306762,-51.10041765990425,11
-29.91685197169481,-51.17985034021047,7
-29.916624328065343,-51.12650249999999,3
-29.915258224808355,-51.18616902904408,26
-29.914668849530724,-51.14844143722624,10
-29.91461000805008,-50.92070034387446,6
-29.9129934343586,-51.04388179294825,2
-29.912353332794627,-51.22234711962604,5
-29.910453421582652,-51.05375071280656,4
-29.91005335319802,-51.169226719006566,18
-29.90980403831717,-51.14917761336497,2
-29.90828909779852,-51.069163834525725,6
-29.905850536211037,-51.21874199125742,10
-29.905357986409992,-51.18793495311316,4
-29.905319712812712,-51.76347465997283,1
-29.904147441009016,-51.09583343110395,5
-29.90197869711241,-51.08639518356351,5
-29.898716481245444,-51.16985096863638,18
-29.89597695920133,-51.14571254440535,10
-29.893223650297152,-51.063959342345264,3
-29.891348178542295,-50.27310902841568,8
-29.891277574350177,-51.13013500104341,6
-29.88763965221807,-51.08846430359143,2
-29.887280851051504,-50.26939661479174,34
-29.88670447489746,-51.17760427990652,11
-29.883542190572587,-50.77657774777542,2
-29.8803711689455,-51.155818596111246,6
-29.87872452539099,-50.99375471634259,3
-29.877366746641407,-54.81818672496754,3
-29.863317938656767,-51.12455872921976,2
-29.85840529703007,-51.1458296209508,3
-29.856533702649784,-51.2689583252686,5
-29.856316025899183,-51.161812350173314,1
-29.852192006924074,-50.066193243717,1
-29.85099586021264,-51.14763031444107,5
-29.84902518598416,-51.17602955525653,16
-29.846107901962423,-51.16915245423768,8
-29.843337872590972,-51.13101604599175,3
-29.843090570257583,-51.18132555183935,4
-29.841239356916784,-51.13348753831546,1
-29.8384527020796,-51.15106272154019,2
-29.834752308636915,-51.14338850911179,6
-29.83400066105778,-51.15660258374496,12
-29.83008895915575,-51.12987830813117,1
-29.8278405,-50.5234755,17
-29.82712741817817,-51.16258925580344,1
-29.824091321961134,-53.374222670809885,3
-29.82100208780975,-51.15350759362968,4
-29.820015785794464,-51.14116990854474,3
-29.81897388511325,-51.171957673395454,3
-29.81823871095309,-51.14661084261517,1
-29.813910531808045,-51.15997035688906,2
-29.80050445204419,-55.79828161835262,6
-29.800343474488415,-51.8709288238264,1
-29.7990588315344,-50.0393816538598,8
-29.798041390524272,-55.75839035395308,4
-29.796679498470787,-51.1497622797336,10
-29.79645588367611,-55.80629280612684,2
-29.795943670748663,-57.06321657653186,2
-29.79448663716991,-55.7988416853683,1
-29.790041557369143,-51.13274825026866,6
-29.78918848961021,-55.79694262151192,10
-29.787684884440413,-51.13421625687577,2
-29.78622192549547,-55.77079086762944,2
-29.78530482202707,-55.79110885322128,10
-29.782461144841907,-51.142074220884496,2
-29.78232668998409,-57.10666833382248,1
-29.781279,-51.1092675,3
-29.77926792082725,-51.85065663817348,11
-29.77828044322147,-51.153167107540376,6
-29.777429782822736,-51.16438266988546,8
-29.775123954116783,-57.09109952167133,6
-29.77500543408407,-57.07420851446703,3
-29.77453496382761,-57.06138411890778,3
-29.77065486733257,-51.13215300635966,2
-29.76976254764075,-51.13719159816135,2
-29.768607176102204,-51.14036966545228,2
-29.766743455810964,-51.11028957273602,4
-29.76565129507203,-57.05383477839022,3
-29.765334960364797,-57.08632042334778,15
-29.76529848764945,-52.44190941473362,1
-29.764677078798385,-51.15238582550074,22
-29.76129327355972,-51.11963512462503,3
-29.76058386465735,-51.11064585075084,4
-29.756924954434872,-51.05065245881262,3
-29.756439012164865,-51.10895049918932,1
-29.75442278825133,-51.09169360675705,2
-29.75175870340277,-52.40912421068749,2
-29.75169998873485,-51.15040271029801,1
-29.751091889187794,-57.08572064476392,14
-29.750130537873627,-50.02052715523322,38
-29.74923524105816,-52.41544052452032,5
-29.747926474225835,-51.15495231553815,4
-29.74431716729497,-51.094097726253246,3
-29.738170937387963,-51.13832328205961,8
-29.73701082238471,-52.44162567135935,1
-29.736744259578053,-52.41449670262238,4
-29.73230965206004,-52.94597399999999,1
-29.72864779135777,-52.42936341728446,2
-29.72751166708342,-51.17677291132294,2
-29.724040852613463,-51.13808449588731,3
-29.72324605652905,-53.80179753967373,6
-29.723040177666807,-52.43790076754427,3
-29.7227321685652,-51.13125728638828,3
-29.720993053788824,-52.4277166004204,20
-29.72088148602069,-51.16546029362847,3
-29.719659791684908,-51.142611685738096,3
-29.71840516884322,-51.11541301407027,3
-29.717737322678605,-51.18180191895945,2
-29.71767393533955,-53.81885346932888,10
-29.717571202010305,-52.514748694847896,4
-29.71592506318239,-52.42031971237576,4
-29.71402737521854,-53.17959442346758,1
-29.711717453854856,-53.716523831178186,12
-29.7103410181936,-51.13665779773532,4
-29.70761096087477,-53.80869747224308,15
-29.704781007155663,-52.42944384718152,13
-29.704215831922262,-51.103925054245146,2
-29.70163832337782,-52.4032311080202,1
-29.700413412718515,-53.846744201915854,9
-29.699426612548717,-51.14372106653372,4
-29.697507759968666,-53.87413877997511,6
-29.696975127696938,-51.12095566913109,3
-29.696176744247623,-53.72535127945654,12
-29.6960435029035,-51.24351819389478,10
-29.69573056287144,-53.76793581141435,6
-29.695667280599,-53.84827128988983,8
-29.6948240514127,-51.13882357830916,7
-29.69370551384592,-52.41316538256117,1
-29.691002326389324,-53.80623715543304,22
-29.69097966967412,-51.116357834642415,8
-29.690599035534813,-53.82274321519881,6
-29.690317947293,-51.12693819084448,9
-29.689198816146927,-53.8064289212743,39
-29.68912359715008,-51.1470983181276,1
-29.6881809883103,-51.0915608374261,4
-29.68772012684158,-52.439021450126496,5
-29.686990820416717,-53.81325546364473,21
-29.686905199001668,-53.86708236358132,4
-29.686798958814887,-51.08351545164221,3
-29.684009472963563,-51.128338877236175,19
-29.68362502337961,-51.10112265149159,6
-29.682116191300608,-51.31878806160693,2
-29.681469082819493,-51.13042979447871,6
-29.681001176488756,-51.07531051934418,35
-29.67967551000983,-51.136968187982,4
-29.67923604262464,-51.14794390232424,1
-29.676297206103012,-51.15850882038814,3
-29.676095769634724,-53.825063139736905,4
-29.67599592787156,-51.12362541701777,6
-29.675741335580245,-51.16812324157407,4
-29.673292020648528,-51.150339345946186,3
-29.672763490539225,-53.80435998702572,8
-29.67034898140752,-51.46146829327502,32
-29.66987043994991,-52.78968361045696,4
-29.6697527364191,-53.82938393614169,2
-29.66890889162752,-51.17518294945239,2
-29.66792430519753,-51.10686728863666,1
-29.66670799324444,-51.120587238003694,2
-29.664140436561503,-50.7785049414428,1
-29.66127235588946,-51.14916786970565,9
-29.6606624853088,-51.113336509445865,3
-29.659794696648746,-53.79247096356932,2
-29.65938112352117,-50.77973318924948,2
-29.65758205674681,-51.19277442979914,2
-29.656939934893288,-51.16408845245996,3
-29.65510565471189,-50.577744262161566,9
-29.65203390182492,-51.18563041930782,2
-29.651251126642787,-51.14171812609125,2
-29.6509592336392,-50.99699626461684,3
-29.648827519014347,-50.78100277488619,15
-29.645176899762305,-51.02025736303104,13
-29.64426260960848,-53.58171632629063,1
-29.64387851457095,-50.7801597485429,2
-29.643009263680312,-50.79251057050056,1
-29.64132780145571,-53.23705863727485,1
-29.64089056198603,-51.17042592433398,1
-29.640840456688228,-50.99064842277813,4
-29.63869409856004,-51.01984450930279,1
-29.638048322432056,-51.39679847594919,1
-29.63496095960441,-50.84224357977237,12
-29.63224021357254,-50.97767556672235,2
-29.62664825697206,-53.365747534969536,2
-29.623796979621133,-54.17869278211308,1
-29.616140787882497,-52.17587557262544,26
-29.61302126020832,-51.176436353703785,13
-29.61265607145342,-50.92736417492653,2
-29.60436365128596,-51.93872728006997,2
-29.603835576066185,-52.6866642221613,1
-29.59064430916081,-51.82633724129569,2
-29.58769365168213,-51.09061000331821,17
-29.58683498929656,-51.37159365059727,12
-29.583110999999946,-53.77228999999996,1
-29.58133945586879,-50.87851133806305,3
-29.580698999999942,-51.22060099999996,1
-29.580230755100438,-55.48602271696382,3
-29.57613305991566,-50.06257782797623,5
-29.565903537092638,-54.45754366121784,1
-29.559439999999935,-52.33471999999995,1
-29.549963999999942,-52.04395249999996,3
-29.54958292995201,-55.12755459866026,2
-29.546857298676724,-50.77553403340213,17
-29.541915910140517,-51.06864867979266,3
-29.540612917787048,-50.246674860308765,1
-29.538209999999932,-50.06251999999995,1
-29.53810196299767,-52.51999524277967,2
-29.53174718114928,-51.24992461413803,2
-29.52173138118189,-52.12635424346885,2
-29.52147871707848,-53.57832458909973,1
-29.517801962425995,-50.765753555126814,6
-29.513654924818667,-51.810979665661065,14
-29.5132714271164,-51.20332997168425,1
-29.504128938508536,-50.97635830175109,1
-29.498554922399013,-54.694092466832686,3
-29.498401199764288,-51.963582910074,15
-29.49601551719557,-51.41271829143541,3
-29.49566360791614,-51.9731930476302,1
-29.48380099178912,-49.83993538512621,7
-29.471235469924064,-51.9908817474406,1
-29.467945512743945,-53.46422836860997,2
-29.46761071150422,-54.2284666942864,3
-29.46383049653755,-52.079634,2
-29.46307478757639,-52.0214695848447,1
-29.459638556413456,-51.36831448711259,6
-29.45957919035882,-51.96768363129545,29
-29.458655226411476,-51.30608476190055,14
-29.454218608982814,-51.1349063786892,1
-29.45393522666306,-52.65264783086967,1
-29.450754679883755,-49.916855771064725,7
-29.4497261134858,-51.98325275120958,5
-29.44971064980456,-50.5894233872282,5
-29.446838253717647,-51.51193685226242,1
-29.44175457955597,-51.96130964790591,6
-29.43825668192769,-51.97282139670203,2
-29.434770858166107,-51.96763151874975,3
-29.430489990467024,-52.00653647329336,2
-29.41729980418472,-53.0164225530434,3
-29.41637867771829,-53.13091366267536,1
-29.40959645171018,-54.830555709833256,2
-29.39739118532141,-51.94814111119284,9
-29.39302497181272,-51.2371861736878,3
-29.388253629228064,-51.86899308717813,1
-29.3828340679584,-52.27207559924254,1
-29.37923247792722,-50.88445107799066,28
-29.37456675959352,-51.499057560833336,1
-29.374542581978403,-50.7993160369122,17
-29.374490431468143,-51.10997893571979,8
-29.36965041146749,-51.378081466662685,2
-29.35673031855486,-51.776912825441656,3
-29.352236897601173,-54.07527280993666,2
-29.3463847125755,-51.67421310451108,1
-29.341939692243823,-52.97885606358752,1
-29.33866938896504,-53.090458978536525,2
-29.333594390939208,-49.73818879957859,17
-29.32602607053657,-52.09471905012601,1
-29.322193720594974,-49.72515474288599,7
-29.315437074757536,-52.063574279851935,1
-29.30263901903529,-52.42872858803613,2
-29.291861569560297,-51.51138872368569,19
-29.289423550575545,-54.21910895928057,4
-29.28739352181165,-51.87173916145876,2
-29.27117778369625,-51.98845376647088,1
-29.26974106322729,-52.578317570734434,1
-29.25817085424239,-51.5248495247722,9
-29.244490117953653,-52.3059435,1
-29.242491345586405,-51.34917632592451,5
-29.23962888906153,-51.86836580934313,11
-29.238399647222668,-51.154882623765765,2
-29.231662694245085,-53.67730643374946,10
-29.23058084392574,-51.366360479471325,1
-29.22137414960179,-52.77339757898556,1
-29.219357955038785,-51.3337069852712,1
-29.217417668094708,-51.359345450600976,2
-29.214094419358688,-51.3480169667421,1
-29.21232369707128,-51.36400022144829,1
-29.21174838350724,-51.28434221430823,2
-29.20322965727452,-51.35111427008906,8
-29.19829438602458,-51.20720195133252,10
-29.1962475,-51.180777,2
-29.195096326599444,-49.953653511497805,4
-29.193359085518043,-51.162024291842336,3
-29.190008917676018,-51.50806143040303,3
-29.189988823565876,-54.8719981328078,26
-29.188235982923587,-51.20387666313388,5
-29.18731198431491,-51.17689049812128,7
-29.18707462853695,-49.78139634582708,2
-29.184544429214423,-51.166294435965895,1
-29.184320575640843,-51.23000145931209,11
-29.182619999999947,-52.086198499999966,2
-29.17928910622808,-51.19211762043794,7
-29.178365921096788,-51.17747690331007,5
-29.17755456451863,-51.16087871013524,5
-29.17703545546198,-51.20039080991622,2
-29.17682210847989,-51.15690685509721,4
-29.176430520062823,-53.15913797993718,1
-29.173493709674137,-51.15643225763195,4
-29.173247442319,-51.1670813773732,15
-29.172729100166038,-51.20046833219573,6
-29.171419647005017,-52.209108948250375,1
-29.16957635052199,-51.164852512339095,29
-29.16904841329661,-51.52189899460921,23
-29.167307264772514,-51.13622368243964,2
-29.16624369279465,-51.209531752064,8
-29.165805491392764,-51.22259602757247,5
-29.163967760643608,-49.5823673803218,3
-29.163187260423744,-51.63708257678169,1
-29.16026705184501,-51.50783498069227,9
-29.15937450115852,-51.16824032553391,6
-29.159362483403115,-51.16004653249217,5
-29.159003201842477,-51.49977005197258,9
-29.158776348159197,-51.17517711853063,4
-29.15864514218251,-51.52659827102689,3
-29.15817748296765,-51.20612593982097,1
-29.15662251644065,-51.49044835645681,1
-29.155776088054317,-51.15628446049319,1
-29.154640299465,-51.13991683804836,3
-29.15431985306487,-51.18599374251306,7
-29.151517655694896,-51.22367778576782,5
-29.150929318247144,-51.17473438467261,5
-29.15083937910365,-51.19747911590059,15
-29.14658633659043,-56.06832177037381,2
-29.14367508913857,-51.14242252553059,1
-29.14124692251072,-49.705801931028006,1
-29.13984815798745,-51.514149862518416,4
-29.13979854399035,-51.17723746491975,2
-29.13782524390656,-51.19322878416799,3
-29.132262204597478,-51.19687239336617,2
-29.127821398042546,-51.120535116480895,3
-29.12782096078328,-51.16655636274146,5
-29.12375210150061,-56.55674704180505,9
-29.123703751343527,-51.18499659404691,5
-29.12272547332157,-51.54158370633298,1
-29.11864025625293,-51.12974418075046,6
-29.11321350581612,-49.628523808338834,10
-29.11011905606211,-51.08238191188181,5
-29.090197963486236,-52.58561342642389,3
-29.089375433900567,-53.2234425156508,4
-29.08040922561531,-53.833264724682046,4
-29.066964816634584,-51.86241064394648,1
-29.054918999999945,-50.15315149999997,1
-29.04689512144619,-55.156855103168,1
-29.0366325,-51.09108074999999,1
-29.03399624689176,-51.1917479847557,12
-29.033645685238604,-53.04832096214403,1
-29.027734445149225,-51.30878377787846,1
-29.00154224527128,-49.753884231530186,4
-29.000692931050256,-52.15843846606673,2
-28.996131751159357,-51.41079905591152,1
-28.995985420402462,-51.695618604889646,1
-28.98284516811536,-52.351868637457045,1
-28.9805739228165,-49.40528215258,4
-28.976685770130608,-50.06326295388895,1
-28.97100977026169,-52.021068899057695,4
-28.9654729747681,-51.04802612381615,9
-28.95782178562493,-49.49669477597142,2
-28.954505999999945,-54.572695999999965,3
-28.940918963179666,-49.49582082677826,6
-28.940206653026983,-49.49045112356796,3
-28.93712082657122,-49.48552003388839,4
-28.935745148342484,-51.55204762348925,18
-28.93032234179318,-52.126217270913365,3
-28.923547604227323,-49.67645593231614,4
-28.92148361900649,-49.45292490248774,3
-28.885857570303028,-52.999547413079,3
-28.879924338647907,-50.35411187037637,1
-28.8756488779593,-51.544593061851664,3
-28.87262510202068,-52.17938515160991,4
-28.86100263994921,-49.446676367068925,2
-28.848240941404573,-51.27329015376859,5
-28.845137218176877,-51.899509317182144,18
-28.83322790191655,-49.84428167808824,3
-28.831260250517516,-52.51073263982766,5
-28.828471500000003,-49.63836375,3
-28.827000128679675,-49.22669776740314,3
-28.81655038417184,-51.28458123987485,2
-28.800978673739177,-53.226776121367344,1
-28.800127512229675,-49.71386846480913,1
-28.79485822242105,-51.09429466225263,2
-28.794743528449413,-51.61122120996594,16
-28.78947535050223,-49.3618508848072,2
-28.77644316100997,-52.987249256131896,1
